lat,lon,alt,date,device,os,version
52.5140342712,13.4191408157,44.8796768188,2012-10-12 07:23:44,"iPhone5,2",7.0.3,1.1
52.5140342712,13.4191408157,44.8796768188,2012-10-12 07:23:44,"iPhone5,2",7.0.6,1.1
52.5210914612,13.3871097565,47.4686584473,2012-10-12 07:34:24,"iPhone3,1",6.0,1.1
52.5210914612,13.3871097565,47.4686584473,2012-10-12 07:34:24,"iPhone5,2",6.1.4,1.1
52.5210914612,13.3871097565,47.4686584473,2012-10-12 07:34:24,"iPhone5,2",7.0.3,1.1
52.5210914612,13.3871097565,47.4686584473,2012-10-12 07:34:24,"iPhone5,2",7.0.6,1.1
52.5126457214,13.3489513397,45.7528572083,2012-10-12 07:49:20,"iPhone3,1",6.0,1.1
52.5126457214,13.3489513397,45.7528572083,2012-10-12 07:49:20,"iPhone5,2",6.1.4,1.1
52.5126457214,13.3489513397,45.7528572083,2012-10-12 07:49:20,"iPhone5,2",7.0.3,1.1
52.5126457214,13.3489513397,45.7528572083,2012-10-12 07:49:20,"iPhone5,2",7.0.6,1.1
52.4536247253,13.2195396423,45.7528572083,2012-10-12 08:00:00,"iPhone3,1",6.0,1.1
52.4536247253,13.2195396423,45.7528572083,2012-10-12 08:00:00,"iPhone5,2",6.1.4,1.1
52.4536247253,13.2195396423,45.7528572083,2012-10-12 08:00:00,"iPhone5,2",7.0.3,1.1
52.4536247253,13.2195396423,45.7528572083,2012-10-12 08:00:00,"iPhone5,2",7.0.6,1.1
52.3989448547,13.1409511566,42.0962028503,2012-10-12 08:06:24,"iPhone3,1",6.0,1.1
52.3989448547,13.1409511566,42.0962028503,2012-10-12 08:06:24,"iPhone5,2",6.1.4,1.1
52.3989448547,13.1409511566,42.0962028503,2012-10-12 08:06:24,"iPhone5,2",7.0.3,1.1
52.3989448547,13.1409511566,42.0962028503,2012-10-12 08:06:24,"iPhone5,2",7.0.6,1.1
52.3911018372,13.0664024353,42.0962028503,2012-10-12 08:19:12,"iPhone3,1",6.0,1.1
52.3911018372,13.0664024353,42.0962028503,2012-10-12 08:19:12,"iPhone5,2",6.1.4,1.1
52.3911018372,13.0664024353,42.0962028503,2012-10-12 08:19:12,"iPhone5,2",7.0.3,1.1
52.3911018372,13.0664024353,42.0962028503,2012-10-12 08:19:12,"iPhone5,2",7.0.6,1.1
52.404750824,13.0613622665,36.986530304,2012-10-12 08:29:52,"iPhone3,1",6.0,1.1
52.404750824,13.0613622665,36.986530304,2012-10-12 08:29:52,"iPhone5,2",6.1.4,1.1
52.404750824,13.0613622665,36.986530304,2012-10-12 08:29:52,"iPhone5,2",7.0.3,1.1
52.404750824,13.0613622665,36.986530304,2012-10-12 08:29:52,"iPhone5,2",7.0.6,1.1
52.4173431396,13.0459537506,37.8706512451,2012-10-12 08:34:08,"iPhone3,1",6.0,1.1
52.4173431396,13.0459537506,37.8706512451,2012-10-12 08:34:08,"iPhone5,2",6.1.4,1.1
52.4173431396,13.0459537506,37.8706512451,2012-10-12 08:34:08,"iPhone5,2",7.0.3,1.1
52.4173431396,13.0459537506,37.8706512451,2012-10-12 08:34:08,"iPhone5,2",7.0.6,1.1
52.4133911133,13.0510282516,81.4350204468,2012-10-12 08:40:32,"iPhone3,1",6.0,1.1
52.4133911133,13.0510282516,81.4350204468,2012-10-12 08:40:32,"iPhone5,2",6.1.4,1.1
52.4133911133,13.0510282516,81.4350204468,2012-10-12 08:40:32,"iPhone5,2",7.0.3,1.1
52.4133911133,13.0510282516,81.4350204468,2012-10-12 08:40:32,"iPhone5,2",7.0.6,1.1
52.4108352661,13.057135582,38,2012-10-12 14:26:08,"iPhone3,1",6.0,1.1
52.4108352661,13.057135582,38,2012-10-12 14:26:08,"iPhone5,2",6.1.4,1.1
52.4108352661,13.057135582,38,2012-10-12 14:26:08,"iPhone5,2",7.0.3,1.1
52.4108352661,13.057135582,38,2012-10-12 14:26:08,"iPhone5,2",7.0.6,1.1
52.4027023315,13.0579452515,38,2012-10-12 14:34:40,"iPhone3,1",6.0,1.1
52.4027023315,13.0579452515,38,2012-10-12 14:34:40,"iPhone5,2",6.1.4,1.1
52.4027023315,13.0579452515,38,2012-10-12 14:34:40,"iPhone5,2",7.0.3,1.1
52.4027023315,13.0579452515,38,2012-10-12 14:34:40,"iPhone5,2",7.0.6,1.1
52.3919181824,13.0667724609,38.2765693665,2012-10-12 14:49:36,"iPhone3,1",6.0,1.1
52.3919181824,13.0667724609,38.2765693665,2012-10-12 14:49:36,"iPhone5,2",6.1.4,1.1
52.3919181824,13.0667724609,38.2765693665,2012-10-12 14:49:36,"iPhone5,2",7.0.3,1.1
52.3919181824,13.0667724609,38.2765693665,2012-10-12 14:49:36,"iPhone5,2",7.0.6,1.1
52.4226837158,13.1801252365,42.1481742859,2012-10-12 15:10:56,"iPhone3,1",6.0,1.1
52.4226837158,13.1801252365,42.1481742859,2012-10-12 15:10:56,"iPhone5,2",6.1.4,1.1
52.4226837158,13.1801252365,42.1481742859,2012-10-12 15:10:56,"iPhone5,2",7.0.3,1.1
52.4226837158,13.1801252365,42.1481742859,2012-10-12 15:10:56,"iPhone5,2",7.0.6,1.1
52.4977073669,13.2813615799,41.2168235779,2012-10-12 15:25:52,"iPhone3,1",6.0,1.1
52.4977073669,13.2813615799,41.2168235779,2012-10-12 15:25:52,"iPhone5,2",6.1.4,1.1
52.4977073669,13.2813615799,41.2168235779,2012-10-12 15:25:52,"iPhone5,2",7.0.3,1.1
52.4977073669,13.2813615799,41.2168235779,2012-10-12 15:25:52,"iPhone5,2",7.0.6,1.1
52.4974136353,13.2887573242,45.2967414856,2012-10-12 15:32:16,"iPhone3,1",6.0,1.1
52.4974136353,13.2887573242,45.2967414856,2012-10-12 15:32:16,"iPhone5,2",6.1.4,1.1
52.4974136353,13.2887573242,45.2967414856,2012-10-12 15:32:16,"iPhone5,2",7.0.3,1.1
52.4974136353,13.2887573242,45.2967414856,2012-10-12 15:32:16,"iPhone5,2",7.0.6,1.1
52.4777679443,13.3296251297,46,2012-10-12 15:38:40,"iPhone3,1",6.0,1.1
52.4777679443,13.3296251297,46,2012-10-12 15:38:40,"iPhone5,2",6.1.4,1.1
52.4777679443,13.3296251297,46,2012-10-12 15:38:40,"iPhone5,2",7.0.3,1.1
52.4777679443,13.3296251297,46,2012-10-12 15:38:40,"iPhone5,2",7.0.6,1.1
52.474822998,13.3656225204,45.9632492065,2012-10-12 15:45:04,"iPhone3,1",6.0,1.1
52.474822998,13.3656225204,45.9632492065,2012-10-12 15:45:04,"iPhone5,2",6.1.4,1.1
52.474822998,13.3656225204,45.9632492065,2012-10-12 15:45:04,"iPhone5,2",7.0.3,1.1
52.474822998,13.3656225204,45.9632492065,2012-10-12 15:45:04,"iPhone5,2",7.0.6,1.1
52.4726715088,13.4219207764,45.4633903503,2012-10-12 15:55:44,"iPhone3,1",6.0,1.1
52.4726715088,13.4219207764,45.4633903503,2012-10-12 15:55:44,"iPhone5,2",6.1.4,1.1
52.4726715088,13.4219207764,45.4633903503,2012-10-12 15:55:44,"iPhone5,2",7.0.3,1.1
52.4726715088,13.4219207764,45.4633903503,2012-10-12 15:55:44,"iPhone5,2",7.0.6,1.1
52.4916152954,13.4258852005,44.9620933533,2012-10-12 16:17:04,"iPhone3,1",6.0,1.1
52.4916152954,13.4258852005,44.9620933533,2012-10-12 16:17:04,"iPhone5,2",6.1.4,1.1
52.4916152954,13.4258852005,44.9620933533,2012-10-12 16:17:04,"iPhone5,2",7.0.3,1.1
52.4916152954,13.4258852005,44.9620933533,2012-10-12 16:17:04,"iPhone5,2",7.0.6,1.1
52.487033844,13.4225816727,44,2012-10-13 11:22:40,"iPhone3,1",6.0,1.1
52.487033844,13.4225816727,44,2012-10-13 11:22:40,"iPhone5,2",6.1.4,1.1
52.487033844,13.4225816727,44,2012-10-13 11:22:40,"iPhone5,2",7.0.3,1.1
52.487033844,13.4225816727,44,2012-10-13 11:22:40,"iPhone5,2",7.0.6,1.1
52.4916152954,13.4260292053,45.3473320007,2012-10-13 12:48:00,"iPhone3,1",6.0,1.1
52.4916152954,13.4260292053,45.3473320007,2012-10-13 12:48:00,"iPhone5,2",6.1.4,1.1
52.4916152954,13.4260292053,45.3473320007,2012-10-13 12:48:00,"iPhone5,2",7.0.3,1.1
52.4916152954,13.4260292053,45.3473320007,2012-10-13 12:48:00,"iPhone5,2",7.0.6,1.1
52.4876251221,13.4309835434,44.0250396729,2012-10-13 20:43:44,"iPhone3,1",6.0,1.1
52.4876251221,13.4309835434,44.0250396729,2012-10-13 20:43:44,"iPhone5,2",6.1.4,1.1
52.4876251221,13.4309835434,44.0250396729,2012-10-13 20:43:44,"iPhone5,2",7.0.3,1.1
52.4876251221,13.4309835434,44.0250396729,2012-10-13 20:43:44,"iPhone5,2",7.0.6,1.1
52.4915885925,13.4259738922,45.5107688904,2012-10-13 23:19:28,"iPhone3,1",6.0,1.1
52.4915885925,13.4259738922,45.5107688904,2012-10-13 23:19:28,"iPhone5,2",6.1.4,1.1
52.4915885925,13.4259738922,45.5107688904,2012-10-13 23:19:28,"iPhone5,2",7.0.3,1.1
52.4915885925,13.4259738922,45.5107688904,2012-10-13 23:19:28,"iPhone5,2",7.0.6,1.1
52.4962692261,13.4198951721,45.3288536072,2012-10-15 06:32:32,"iPhone3,1",6.0,1.1
52.4962692261,13.4198951721,45.3288536072,2012-10-15 06:32:32,"iPhone5,2",6.1.4,1.1
52.4962692261,13.4198951721,45.3288536072,2012-10-15 06:32:32,"iPhone5,2",7.0.3,1.1
52.4962692261,13.4198951721,45.3288536072,2012-10-15 06:32:32,"iPhone5,2",7.0.6,1.1
52.5034217834,13.4141731262,44.2424812317,2012-10-15 06:41:04,"iPhone3,1",6.0,1.1
52.5034217834,13.4141731262,44.2424812317,2012-10-15 06:41:04,"iPhone5,2",6.1.4,1.1
52.5034217834,13.4141731262,44.2424812317,2012-10-15 06:41:04,"iPhone5,2",7.0.3,1.1
52.5034217834,13.4141731262,44.2424812317,2012-10-15 06:41:04,"iPhone5,2",7.0.6,1.1
52.499206543,13.4181060791,44.4724197388,2012-10-15 07:42:56,"iPhone3,1",6.0,1.1
52.499206543,13.4181060791,44.4724197388,2012-10-15 07:42:56,"iPhone5,2",6.1.4,1.1
52.499206543,13.4181060791,44.4724197388,2012-10-15 07:42:56,"iPhone5,2",7.0.3,1.1
52.499206543,13.4181060791,44.4724197388,2012-10-15 07:42:56,"iPhone5,2",7.0.6,1.1
52.4915504456,13.4259805679,44.9759674072,2012-10-15 07:53:36,"iPhone3,1",6.0,1.1
52.4915504456,13.4259805679,44.9759674072,2012-10-15 07:53:36,"iPhone5,2",6.1.4,1.1
52.4915504456,13.4259805679,44.9759674072,2012-10-15 07:53:36,"iPhone5,2",7.0.3,1.1
52.4915504456,13.4259805679,44.9759674072,2012-10-15 07:53:36,"iPhone5,2",7.0.6,1.1
52.5022964478,13.4159955978,50,2012-10-16 06:53:52,"iPhone3,1",6.0,1.1
52.5022964478,13.4159955978,50,2012-10-16 06:53:52,"iPhone5,2",6.1.4,1.1
52.5022964478,13.4159955978,50,2012-10-16 06:53:52,"iPhone5,2",7.0.3,1.1
52.5022964478,13.4159955978,50,2012-10-16 06:53:52,"iPhone5,2",7.0.6,1.1
52.4932556152,13.4218530655,44.1271247864,2012-10-16 07:51:28,"iPhone3,1",6.0,1.1
52.4932556152,13.4218530655,44.1271247864,2012-10-16 07:51:28,"iPhone5,2",6.1.4,1.1
52.4932556152,13.4218530655,44.1271247864,2012-10-16 07:51:28,"iPhone5,2",7.0.3,1.1
52.4932556152,13.4218530655,44.1271247864,2012-10-16 07:51:28,"iPhone5,2",7.0.6,1.1
52.5034294128,13.4141197205,43.6825447083,2012-10-17 07:25:52,"iPhone3,1",6.0,1.1
52.5034294128,13.4141197205,43.6825447083,2012-10-17 07:25:52,"iPhone5,2",6.1.4,1.1
52.5034294128,13.4141197205,43.6825447083,2012-10-17 07:25:52,"iPhone5,2",7.0.3,1.1
52.5034294128,13.4141197205,43.6825447083,2012-10-17 07:25:52,"iPhone5,2",7.0.6,1.1
52.4915962219,13.4260873795,45.0988044739,2012-10-17 08:19:12,"iPhone3,1",6.0,1.1
52.4915962219,13.4260873795,45.0988044739,2012-10-17 08:19:12,"iPhone5,2",6.1.4,1.1
52.4915962219,13.4260873795,45.0988044739,2012-10-17 08:19:12,"iPhone5,2",7.0.3,1.1
52.4915962219,13.4260873795,45.0988044739,2012-10-17 08:19:12,"iPhone5,2",7.0.6,1.1
52.5035018921,13.4141321182,43.7098388672,2012-10-18 06:58:08,"iPhone3,1",6.0,1.1
52.5035018921,13.4141321182,43.7098388672,2012-10-18 06:58:08,"iPhone5,2",6.1.4,1.1
52.5035018921,13.4141321182,43.7098388672,2012-10-18 06:58:08,"iPhone5,2",7.0.3,1.1
52.5035018921,13.4141321182,43.7098388672,2012-10-18 06:58:08,"iPhone5,2",7.0.6,1.1
52.4915809631,13.4257669449,45.5194320679,2012-10-18 08:08:32,"iPhone3,1",6.0,1.1
52.4915809631,13.4257669449,45.5194320679,2012-10-18 08:08:32,"iPhone5,2",6.1.4,1.1
52.4915809631,13.4257669449,45.5194320679,2012-10-18 08:08:32,"iPhone5,2",7.0.3,1.1
52.4915809631,13.4257669449,45.5194320679,2012-10-18 08:08:32,"iPhone5,2",7.0.6,1.1
52.4970436096,13.4193410873,44,2012-10-19 06:56:00,"iPhone3,1",6.0,1.1
52.4970436096,13.4193410873,44,2012-10-19 06:56:00,"iPhone5,2",6.1.4,1.1
52.4970436096,13.4193410873,44,2012-10-19 06:56:00,"iPhone5,2",7.0.3,1.1
52.4970436096,13.4193410873,44,2012-10-19 06:56:00,"iPhone5,2",7.0.6,1.1
52.5034751892,13.4138870239,43.9137496948,2012-10-19 07:02:24,"iPhone3,1",6.0,1.1
52.5034751892,13.4138870239,43.9137496948,2012-10-19 07:02:24,"iPhone5,2",6.1.4,1.1
52.5034751892,13.4138870239,43.9137496948,2012-10-19 07:02:24,"iPhone5,2",7.0.3,1.1
52.5034751892,13.4138870239,43.9137496948,2012-10-19 07:02:24,"iPhone5,2",7.0.6,1.1
52.4993476868,13.4172649384,43.9306983948,2012-10-19 07:45:04,"iPhone3,1",6.0,1.1
52.4993476868,13.4172649384,43.9306983948,2012-10-19 07:45:04,"iPhone5,2",6.1.4,1.1
52.4993476868,13.4172649384,43.9306983948,2012-10-19 07:45:04,"iPhone5,2",7.0.3,1.1
52.4993476868,13.4172649384,43.9306983948,2012-10-19 07:45:04,"iPhone5,2",7.0.6,1.1
52.492225647,13.4259548187,44,2012-10-19 07:53:36,"iPhone3,1",6.0,1.1
52.492225647,13.4259548187,44,2012-10-19 07:53:36,"iPhone5,2",6.1.4,1.1
52.492225647,13.4259548187,44,2012-10-19 07:53:36,"iPhone5,2",7.0.3,1.1
52.492225647,13.4259548187,44,2012-10-19 07:53:36,"iPhone5,2",7.0.6,1.1
52.4919548035,13.4128112793,44,2012-10-20 12:18:08,"iPhone3,1",6.0,1.1
52.4919548035,13.4128112793,44,2012-10-20 12:18:08,"iPhone5,2",6.1.4,1.1
52.4919548035,13.4128112793,44,2012-10-20 12:18:08,"iPhone5,2",7.0.3,1.1
52.4919548035,13.4128112793,44,2012-10-20 12:18:08,"iPhone5,2",7.0.6,1.1
52.490234375,13.3893938065,44.451965332,2012-10-20 12:52:16,"iPhone3,1",6.0,1.1
52.490234375,13.3893938065,44.451965332,2012-10-20 12:52:16,"iPhone5,2",6.1.4,1.1
52.490234375,13.3893938065,44.451965332,2012-10-20 12:52:16,"iPhone5,2",7.0.3,1.1
52.490234375,13.3893938065,44.451965332,2012-10-20 12:52:16,"iPhone5,2",7.0.6,1.1
52.491027832,13.396903038,46.56199646,2012-10-20 13:37:04,"iPhone3,1",6.0,1.1
52.491027832,13.396903038,46.56199646,2012-10-20 13:37:04,"iPhone5,2",6.1.4,1.1
52.491027832,13.396903038,46.56199646,2012-10-20 13:37:04,"iPhone5,2",7.0.3,1.1
52.491027832,13.396903038,46.56199646,2012-10-20 13:37:04,"iPhone5,2",7.0.6,1.1
52.4914398193,13.4118824005,44.0657958984,2012-10-20 13:52:00,"iPhone3,1",6.0,1.1
52.4914398193,13.4118824005,44.0657958984,2012-10-20 13:52:00,"iPhone5,2",6.1.4,1.1
52.4914398193,13.4118824005,44.0657958984,2012-10-20 13:52:00,"iPhone5,2",7.0.3,1.1
52.4914398193,13.4118824005,44.0657958984,2012-10-20 13:52:00,"iPhone5,2",7.0.6,1.1
52.4915618896,13.4259567261,45.4985351562,2012-10-20 14:11:12,"iPhone3,1",6.0,1.1
52.4915618896,13.4259567261,45.4985351562,2012-10-20 14:11:12,"iPhone5,2",6.1.4,1.1
52.4915618896,13.4259567261,45.4985351562,2012-10-20 14:11:12,"iPhone5,2",7.0.3,1.1
52.4915618896,13.4259567261,45.4985351562,2012-10-20 14:11:12,"iPhone5,2",7.0.6,1.1
52.5049934387,13.4144067764,46.0114059448,2012-10-22 06:41:04,"iPhone3,1",6.0,1.1
52.5049934387,13.4144067764,46.0114059448,2012-10-22 06:41:04,"iPhone5,2",6.1.4,1.1
52.5049934387,13.4144067764,46.0114059448,2012-10-22 06:41:04,"iPhone5,2",7.0.3,1.1
52.5049934387,13.4144067764,46.0114059448,2012-10-22 06:41:04,"iPhone5,2",7.0.6,1.1
52.4915771484,13.4257879257,45.2336196899,2012-10-22 07:42:56,"iPhone3,1",6.0,1.1
52.4915771484,13.4257879257,45.2336196899,2012-10-22 07:42:56,"iPhone5,2",6.1.4,1.1
52.4915771484,13.4257879257,45.2336196899,2012-10-22 07:42:56,"iPhone5,2",7.0.3,1.1
52.4915771484,13.4257879257,45.2336196899,2012-10-22 07:42:56,"iPhone5,2",7.0.6,1.1
52.490436554,13.3976545334,46,2012-10-22 15:19:28,"iPhone3,1",6.0,1.1
52.490436554,13.3976545334,46,2012-10-22 15:19:28,"iPhone5,2",6.1.4,1.1
52.490436554,13.3976545334,46,2012-10-22 15:19:28,"iPhone5,2",7.0.3,1.1
52.490436554,13.3976545334,46,2012-10-22 15:19:28,"iPhone5,2",7.0.6,1.1
52.4894561768,13.4073534012,44,2012-10-22 17:42:24,"iPhone3,1",6.0,1.1
52.4894561768,13.4073534012,44,2012-10-22 17:42:24,"iPhone5,2",6.1.4,1.1
52.4894561768,13.4073534012,44,2012-10-22 17:42:24,"iPhone5,2",7.0.3,1.1
52.4894561768,13.4073534012,44,2012-10-22 17:42:24,"iPhone5,2",7.0.6,1.1
52.4919700623,13.422829628,44.826789856,2012-10-22 17:48:48,"iPhone3,1",6.0,1.1
52.4919700623,13.422829628,44.826789856,2012-10-22 17:48:48,"iPhone5,2",6.1.4,1.1
52.4919700623,13.422829628,44.826789856,2012-10-22 17:48:48,"iPhone5,2",7.0.3,1.1
52.4919700623,13.422829628,44.826789856,2012-10-22 17:48:48,"iPhone5,2",7.0.6,1.1
52.5034179688,13.4141054153,50,2012-10-23 07:06:40,"iPhone3,1",6.0,1.1
52.5034179688,13.4141054153,50,2012-10-23 07:06:40,"iPhone5,2",6.1.4,1.1
52.5034179688,13.4141054153,50,2012-10-23 07:06:40,"iPhone5,2",7.0.3,1.1
52.5034179688,13.4141054153,50,2012-10-23 07:06:40,"iPhone5,2",7.0.6,1.1
52.4930534363,13.4227552414,44,2012-10-23 08:02:08,"iPhone3,1",6.0,1.1
52.4930534363,13.4227552414,44,2012-10-23 08:02:08,"iPhone5,2",6.1.4,1.1
52.4930534363,13.4227552414,44,2012-10-23 08:02:08,"iPhone5,2",7.0.3,1.1
52.4930534363,13.4227552414,44,2012-10-23 08:02:08,"iPhone5,2",7.0.6,1.1
52.4906768799,13.3970193863,46,2012-10-24 15:36:32,"iPhone3,1",6.0,1.1
52.4906768799,13.3970193863,46,2012-10-24 15:36:32,"iPhone5,2",6.1.4,1.1
52.4906768799,13.3970193863,46,2012-10-24 15:36:32,"iPhone5,2",7.0.3,1.1
52.4906768799,13.3970193863,46,2012-10-24 15:36:32,"iPhone5,2",7.0.6,1.1
52.4893531799,13.4076538086,44,2012-10-24 17:53:04,"iPhone3,1",6.0,1.1
52.4893531799,13.4076538086,44,2012-10-24 17:53:04,"iPhone5,2",6.1.4,1.1
52.4893531799,13.4076538086,44,2012-10-24 17:53:04,"iPhone5,2",7.0.3,1.1
52.4893531799,13.4076538086,44,2012-10-24 17:53:04,"iPhone5,2",7.0.6,1.1
52.491809845,13.4228496552,44.1509170532,2012-10-24 18:05:52,"iPhone3,1",6.0,1.1
52.491809845,13.4228496552,44.1509170532,2012-10-24 18:05:52,"iPhone5,2",6.1.4,1.1
52.491809845,13.4228496552,44.1509170532,2012-10-24 18:05:52,"iPhone5,2",7.0.3,1.1
52.491809845,13.4228496552,44.1509170532,2012-10-24 18:05:52,"iPhone5,2",7.0.6,1.1
52.4916152954,13.4261817932,44.7762527466,2012-10-24 18:16:32,"iPhone3,1",6.0,1.1
52.4916152954,13.4261817932,44.7762527466,2012-10-24 18:16:32,"iPhone5,2",6.1.4,1.1
52.4916152954,13.4261817932,44.7762527466,2012-10-24 18:16:32,"iPhone5,2",7.0.3,1.1
52.4916152954,13.4261817932,44.7762527466,2012-10-24 18:16:32,"iPhone5,2",7.0.6,1.1
52.4907264709,13.4103555679,44,2012-10-26 15:23:44,"iPhone3,1",6.0,1.1
52.4907264709,13.4103555679,44,2012-10-26 15:23:44,"iPhone5,2",6.1.4,1.1
52.4907264709,13.4103555679,44,2012-10-26 15:23:44,"iPhone5,2",7.0.3,1.1
52.4907264709,13.4103555679,44,2012-10-26 15:23:44,"iPhone5,2",7.0.6,1.1
52.4901161194,13.3982582092,46,2012-10-26 15:32:16,"iPhone3,1",6.0,1.1
52.4901161194,13.3982582092,46,2012-10-26 15:32:16,"iPhone5,2",6.1.4,1.1
52.4901161194,13.3982582092,46,2012-10-26 15:32:16,"iPhone5,2",7.0.3,1.1
52.4901161194,13.3982582092,46,2012-10-26 15:32:16,"iPhone5,2",7.0.6,1.1
52.4900398254,13.4090385437,44,2012-10-26 17:59:28,"iPhone3,1",6.0,1.1
52.4900398254,13.4090385437,44,2012-10-26 17:59:28,"iPhone5,2",6.1.4,1.1
52.4900398254,13.4090385437,44,2012-10-26 17:59:28,"iPhone5,2",7.0.3,1.1
52.4900398254,13.4090385437,44,2012-10-26 17:59:28,"iPhone5,2",7.0.6,1.1
52.4920654297,13.4188861847,44,2012-10-26 18:10:08,"iPhone3,1",6.0,1.1
52.4920654297,13.4188861847,44,2012-10-26 18:10:08,"iPhone5,2",6.1.4,1.1
52.4920654297,13.4188861847,44,2012-10-26 18:10:08,"iPhone5,2",7.0.3,1.1
52.4920654297,13.4188861847,44,2012-10-26 18:10:08,"iPhone5,2",7.0.6,1.1
52.5144386292,13.4190692902,50,2012-10-27 14:58:08,"iPhone3,1",6.0,1.1
52.5144386292,13.4190692902,50,2012-10-27 14:58:08,"iPhone5,2",6.1.4,1.1
52.5144386292,13.4190692902,50,2012-10-27 14:58:08,"iPhone5,2",7.0.3,1.1
52.5144386292,13.4190692902,50,2012-10-27 14:58:08,"iPhone5,2",7.0.6,1.1
52.5250587463,13.3695363998,45,2012-10-27 15:10:56,"iPhone3,1",6.0,1.1
52.5250587463,13.3695363998,45,2012-10-27 15:10:56,"iPhone5,2",6.1.4,1.1
52.5250587463,13.3695363998,45,2012-10-27 15:10:56,"iPhone5,2",7.0.3,1.1
52.5250587463,13.3695363998,45,2012-10-27 15:10:56,"iPhone5,2",7.0.6,1.1
52.5207443237,13.3848600388,45,2012-10-27 15:36:32,"iPhone3,1",6.0,1.1
52.5207443237,13.3848600388,45,2012-10-27 15:36:32,"iPhone5,2",6.1.4,1.1
52.5207443237,13.3848600388,45,2012-10-27 15:36:32,"iPhone5,2",7.0.3,1.1
52.5207443237,13.3848600388,45,2012-10-27 15:36:32,"iPhone5,2",7.0.6,1.1
52.4973335266,13.4183177948,45,2012-10-27 15:57:52,"iPhone3,1",6.0,1.1
52.4973335266,13.4183177948,45,2012-10-27 15:57:52,"iPhone5,2",6.1.4,1.1
52.4973335266,13.4183177948,45,2012-10-27 15:57:52,"iPhone5,2",7.0.3,1.1
52.4973335266,13.4183177948,45,2012-10-27 15:57:52,"iPhone5,2",7.0.6,1.1
52.4919548035,13.4227743149,45.1209602356,2012-10-27 16:06:24,"iPhone3,1",6.0,1.1
52.4919548035,13.4227743149,45.1209602356,2012-10-27 16:06:24,"iPhone5,2",6.1.4,1.1
52.4919548035,13.4227743149,45.1209602356,2012-10-27 16:06:24,"iPhone5,2",7.0.3,1.1
52.4919548035,13.4227743149,45.1209602356,2012-10-27 16:06:24,"iPhone5,2",7.0.6,1.1
52.4882888794,13.4289007187,43.9882583618,2012-10-27 19:39:44,"iPhone3,1",6.0,1.1
52.4882888794,13.4289007187,43.9882583618,2012-10-27 19:39:44,"iPhone5,2",6.1.4,1.1
52.4882888794,13.4289007187,43.9882583618,2012-10-27 19:39:44,"iPhone5,2",7.0.3,1.1
52.4882888794,13.4289007187,43.9882583618,2012-10-27 19:39:44,"iPhone5,2",7.0.6,1.1
52.4848556519,13.4373903275,44.0000228882,2012-10-27 21:09:20,"iPhone3,1",6.0,1.1
52.4848556519,13.4373903275,44.0000228882,2012-10-27 21:09:20,"iPhone5,2",6.1.4,1.1
52.4848556519,13.4373903275,44.0000228882,2012-10-27 21:09:20,"iPhone5,2",7.0.3,1.1
52.4848556519,13.4373903275,44.0000228882,2012-10-27 21:09:20,"iPhone5,2",7.0.6,1.1
52.4883499146,13.4288883209,43.5349845886,2012-10-27 23:42:56,"iPhone3,1",6.0,1.1
52.4883499146,13.4288883209,43.5349845886,2012-10-27 23:42:56,"iPhone5,2",6.1.4,1.1
52.4883499146,13.4288883209,43.5349845886,2012-10-27 23:42:56,"iPhone5,2",7.0.3,1.1
52.4883499146,13.4288883209,43.5349845886,2012-10-27 23:42:56,"iPhone5,2",7.0.6,1.1
52.4903144836,13.3983831406,45.136051178,2012-10-29 16:27:44,"iPhone3,1",6.0,1.1
52.4903144836,13.3983831406,45.136051178,2012-10-29 16:27:44,"iPhone5,2",6.1.4,1.1
52.4903144836,13.3983831406,45.136051178,2012-10-29 16:27:44,"iPhone5,2",7.0.3,1.1
52.4903144836,13.3983831406,45.136051178,2012-10-29 16:27:44,"iPhone5,2",7.0.6,1.1
52.489402771,13.4065284729,44.4477882385,2012-10-29 18:59:12,"iPhone3,1",6.0,1.1
52.489402771,13.4065284729,44.4477882385,2012-10-29 18:59:12,"iPhone5,2",6.1.4,1.1
52.489402771,13.4065284729,44.4477882385,2012-10-29 18:59:12,"iPhone5,2",7.0.3,1.1
52.489402771,13.4065284729,44.4477882385,2012-10-29 18:59:12,"iPhone5,2",7.0.6,1.1
52.4916992188,13.4134912491,44,2012-10-29 19:07:44,"iPhone3,1",6.0,1.1
52.4916992188,13.4134912491,44,2012-10-29 19:07:44,"iPhone5,2",6.1.4,1.1
52.4916992188,13.4134912491,44,2012-10-29 19:07:44,"iPhone5,2",7.0.3,1.1
52.4916992188,13.4134912491,44,2012-10-29 19:07:44,"iPhone5,2",7.0.6,1.1
52.4919242859,13.4210252762,44,2012-10-29 19:29:04,"iPhone3,1",6.0,1.1
52.4919242859,13.4210252762,44,2012-10-29 19:29:04,"iPhone5,2",6.1.4,1.1
52.4919242859,13.4210252762,44,2012-10-29 19:29:04,"iPhone5,2",7.0.3,1.1
52.4919242859,13.4210252762,44,2012-10-29 19:29:04,"iPhone5,2",7.0.6,1.1
52.4883804321,13.42628479,44.6557235718,2012-11-02 09:36:00,"iPhone3,1",6.0,1.1
52.4883804321,13.42628479,44.6557235718,2012-11-02 09:36:00,"iPhone5,2",6.1.4,1.1
