lat,lon,alt,date,device,os,version
52.4903030396,13.4283695221,41.7287139893,2012-03-28 18:52:48,"iPhone3,1",5.1.1,1.1
52.4889831543,13.4290885925,43.2000007629,2012-03-29 11:07:44,"iPhone3,1",5.1,1.0
52.4889831543,13.4290885925,43.2000007629,2012-03-29 11:07:44,"iPhone3,1",5.1.1,1.0
52.4889831543,13.4290885925,43.2000007629,2012-03-29 11:07:44,"iPhone3,1",5.1.1,1.1
52.5033912659,13.410243988,42.1205215454,2012-03-29 11:46:08,"iPhone3,1",5.1,1.0
52.5033912659,13.410243988,42.1205215454,2012-03-29 11:46:08,"iPhone3,1",5.1.1,1.0
52.5033912659,13.410243988,42.1205215454,2012-03-29 11:46:08,"iPhone3,1",5.1.1,1.1
52.4902954102,13.4217758179,43.4057197571,2012-03-29 12:13:52,"iPhone3,1",5.1,1.0
52.4902954102,13.4217758179,43.4057197571,2012-03-29 12:13:52,"iPhone3,1",5.1.1,1.0
52.4902954102,13.4217758179,43.4057197571,2012-03-29 12:13:52,"iPhone3,1",5.1.1,1.1
52.4854316711,13.4223041534,46.0512199402,2012-03-29 12:26:40,"iPhone3,1",5.1,1.0
52.4854316711,13.4223041534,46.0512199402,2012-03-29 12:26:40,"iPhone3,1",5.1.1,1.0
52.4854316711,13.4223041534,46.0512199402,2012-03-29 12:26:40,"iPhone3,1",5.1.1,1.1
52.4894523621,13.4265460968,42.6854057312,2012-03-29 12:45:52,"iPhone3,1",5.1,1.0
52.4894523621,13.4265460968,42.6854057312,2012-03-29 12:45:52,"iPhone3,1",5.1.1,1.0
52.4894523621,13.4265460968,42.6854057312,2012-03-29 12:45:52,"iPhone3,1",5.1.1,1.1
52.4903030396,13.4283695221,43.4987716675,2012-03-29 20:41:36,"iPhone3,1",5.1,1.0
52.4915618896,13.4260072708,43.4987716675,2012-03-29 20:41:36,"iPhone3,1",5.1,1.0
52.4916267395,13.4259128571,43.4996643066,2012-03-29 20:41:36,"iPhone3,1",5.1,1.0
52.4903030396,13.4283695221,43.4987716675,2012-03-29 20:41:36,"iPhone3,1",5.1.1,1.0
52.4915618896,13.4260072708,43.4987716675,2012-03-29 20:41:36,"iPhone3,1",5.1.1,1.0
52.4916267395,13.4259128571,43.4996643066,2012-03-29 20:41:36,"iPhone3,1",5.1.1,1.0
52.4903030396,13.4283695221,43.4987716675,2012-03-29 20:41:36,"iPhone3,1",5.1.1,1.1
52.4915618896,13.4260072708,43.4987716675,2012-03-29 20:41:36,"iPhone3,1",5.1.1,1.1
52.4916267395,13.4259128571,43.4996643066,2012-03-29 20:41:36,"iPhone3,1",5.1.1,1.1
52.4948539734,13.4248666763,41.429889679,2012-03-30 13:41:20,"iPhone3,1",5.1,1.0
52.4948539734,13.4248666763,41.429889679,2012-03-30 13:41:20,"iPhone3,1",5.1.1,1.0
52.4948539734,13.4248666763,41.429889679,2012-03-30 13:41:20,"iPhone3,1",5.1.1,1.1
52.4902038574,13.3994512558,42.4762229919,2012-03-30 15:30:08,"iPhone3,1",5.1,1.0
52.4902038574,13.3994512558,42.4762229919,2012-03-30 15:30:08,"iPhone3,1",5.1.1,1.0
52.4902038574,13.3994512558,42.4762229919,2012-03-30 15:30:08,"iPhone3,1",5.1.1,1.1
52.4893531799,13.4078817368,41.6878967285,2012-03-30 17:44:32,"iPhone3,1",5.1,1.0
52.4893531799,13.4078817368,41.6878967285,2012-03-30 17:44:32,"iPhone3,1",5.1.1,1.0
52.4893531799,13.4078817368,41.6878967285,2012-03-30 17:44:32,"iPhone3,1",5.1.1,1.1
52.4872131348,13.4217014313,39.2115364075,2012-03-30 17:59:28,"iPhone3,1",5.1,1.0
52.4872131348,13.4217014313,39.2115364075,2012-03-30 17:59:28,"iPhone3,1",5.1.1,1.0
52.4872131348,13.4217014313,39.2115364075,2012-03-30 17:59:28,"iPhone3,1",5.1.1,1.1
52.4914855957,13.4259443283,43.0510787964,2012-03-30 18:12:16,"iPhone3,1",5.1,1.0
52.4914855957,13.4259443283,43.0510787964,2012-03-30 18:12:16,"iPhone3,1",5.1.1,1.0
52.4914855957,13.4259443283,43.0510787964,2012-03-30 18:12:16,"iPhone3,1",5.1.1,1.1
52.4901504517,13.4009246826,45.5462379456,2012-03-31 10:31:28,"iPhone3,1",5.1,1.0
52.4901504517,13.4009246826,45.5462379456,2012-03-31 10:31:28,"iPhone3,1",5.1.1,1.0
52.4901504517,13.4009246826,45.5462379456,2012-03-31 10:31:28,"iPhone3,1",5.1.1,1.1
52.4916038513,13.425868988,42.9166679382,2012-03-31 13:43:28,"iPhone3,1",5.1,1.0
52.4916038513,13.425868988,42.9166679382,2012-03-31 13:43:28,"iPhone3,1",5.1.1,1.0
52.4916038513,13.425868988,42.9166679382,2012-03-31 13:43:28,"iPhone3,1",5.1.1,1.1
52.4990386963,13.4182939529,44,2012-04-02 06:56:00,"iPhone3,1",5.1,1.0
52.4990386963,13.4182939529,44,2012-04-02 06:56:00,"iPhone3,1",5.1.1,1.0
52.4990386963,13.4182939529,44,2012-04-02 06:56:00,"iPhone3,1",5.1.1,1.1
52.4974098206,13.3914966583,35.8090171814,2012-04-02 07:13:04,"iPhone3,1",5.1,1.0
52.4974098206,13.3914966583,35.8090171814,2012-04-02 07:13:04,"iPhone3,1",5.1.1,1.0
52.4974098206,13.3914966583,35.8090171814,2012-04-02 07:13:04,"iPhone3,1",5.1.1,1.1
52.5075874329,13.3186655045,35.8090171814,2012-04-02 07:25:52,"iPhone3,1",5.1,1.0
52.5075874329,13.3186655045,35.8090171814,2012-04-02 07:25:52,"iPhone3,1",5.1.1,1.0
52.5075874329,13.3186655045,35.8090171814,2012-04-02 07:25:52,"iPhone3,1",5.1.1,1.1
52.5118179321,13.3105983734,35.8090171814,2012-04-02 07:36:32,"iPhone3,1",5.1,1.0
52.5118179321,13.3105983734,35.8090171814,2012-04-02 07:36:32,"iPhone3,1",5.1.1,1.0
52.5118179321,13.3105983734,35.8090171814,2012-04-02 07:36:32,"iPhone3,1",5.1.1,1.1
52.4910392761,13.4214286804,35.8090171814,2012-04-02 09:23:12,"iPhone3,1",5.1,1.0
52.4910392761,13.4214286804,35.8090171814,2012-04-02 09:23:12,"iPhone3,1",5.1.1,1.0
52.4910392761,13.4214286804,35.8090171814,2012-04-02 09:23:12,"iPhone3,1",5.1.1,1.1
52.4902076721,13.3980913162,43.8139762878,2012-04-02 15:25:52,"iPhone3,1",5.1,1.0
52.4902076721,13.3980913162,43.8139762878,2012-04-02 15:25:52,"iPhone3,1",5.1.1,1.0
52.4902076721,13.3980913162,43.8139762878,2012-04-02 15:25:52,"iPhone3,1",5.1.1,1.1
52.4916229248,13.4258918762,43.2380943298,2012-04-02 20:54:24,"iPhone3,1",5.1,1.0
52.4916229248,13.4258918762,43.2380943298,2012-04-02 20:54:24,"iPhone3,1",5.1.1,1.0
52.4916229248,13.4258918762,43.2380943298,2012-04-02 20:54:24,"iPhone3,1",5.1.1,1.1
52.498046875,13.4351358414,43.0959091187,2012-04-04 10:33:36,"iPhone3,1",5.1,1.0
52.498046875,13.4351358414,43.0959091187,2012-04-04 10:33:36,"iPhone3,1",5.1.1,1.0
52.498046875,13.4351358414,43.0959091187,2012-04-04 10:33:36,"iPhone3,1",5.1.1,1.1
52.4959411621,13.4424982071,39.9037742615,2012-04-04 11:35:28,"iPhone3,1",5.1,1.0
52.4959411621,13.4424982071,39.9037742615,2012-04-04 11:35:28,"iPhone3,1",5.1.1,1.0
52.4959411621,13.4424982071,39.9037742615,2012-04-04 11:35:28,"iPhone3,1",5.1.1,1.1
52.4925727844,13.4270782471,42.1058692932,2012-04-04 11:41:52,"iPhone3,1",5.1,1.0
52.4925727844,13.4270782471,42.1058692932,2012-04-04 11:41:52,"iPhone3,1",5.1.1,1.0
52.4925727844,13.4270782471,42.1058692932,2012-04-04 11:41:52,"iPhone3,1",5.1.1,1.1
52.4910163879,13.3971195221,40.0507392883,2012-04-04 15:25:52,"iPhone3,1",5.1,1.0
52.4910163879,13.3971195221,40.0507392883,2012-04-04 15:25:52,"iPhone3,1",5.1.1,1.0
52.4910163879,13.3971195221,40.0507392883,2012-04-04 15:25:52,"iPhone3,1",5.1.1,1.1
52.4906616211,13.396821022,42.6956710815,2012-04-04 15:28:00,"iPhone3,1",5.1,1.0
52.4906616211,13.396821022,42.6956710815,2012-04-04 15:28:00,"iPhone3,1",5.1.1,1.0
52.4906616211,13.396821022,42.6956710815,2012-04-04 15:28:00,"iPhone3,1",5.1.1,1.1
52.4971656799,13.4242305756,41.5558586121,2012-04-04 17:50:56,"iPhone3,1",5.1,1.0
52.4971656799,13.4242305756,41.5558586121,2012-04-04 17:50:56,"iPhone3,1",5.1.1,1.0
52.4971656799,13.4242305756,41.5558586121,2012-04-04 17:50:56,"iPhone3,1",5.1.1,1.1
52.4915237427,13.4229679108,42.9464492798,2012-04-04 17:57:20,"iPhone3,1",5.1,1.0
52.4915237427,13.4229679108,42.9464492798,2012-04-04 17:57:20,"iPhone3,1",5.1.1,1.0
52.4915237427,13.4229679108,42.9464492798,2012-04-04 17:57:20,"iPhone3,1",5.1.1,1.1
52.5207023621,13.4152994156,67.0787506104,2012-04-07 07:10:56,"iPhone3,1",5.1,1.0
52.5207023621,13.4152994156,67.0787506104,2012-04-07 07:10:56,"iPhone3,1",5.1.1,1.0
52.5207023621,13.4152994156,67.0787506104,2012-04-07 07:10:56,"iPhone3,1",5.1.1,1.1
52.5259895325,13.3680582047,38.6273422241,2012-04-07 07:21:36,"iPhone3,1",5.1,1.0
52.5259895325,13.3680582047,38.6273422241,2012-04-07 07:21:36,"iPhone3,1",5.1.1,1.0
52.5259895325,13.3680582047,38.6273422241,2012-04-07 07:21:36,"iPhone3,1",5.1.1,1.1
52.5066986084,13.3258037567,39.9733161926,2012-04-07 07:40:48,"iPhone3,1",5.1,1.0
52.5066986084,13.3258037567,39.9733161926,2012-04-07 07:40:48,"iPhone3,1",5.1.1,1.0
52.5066986084,13.3258037567,39.9733161926,2012-04-07 07:40:48,"iPhone3,1",5.1.1,1.1
52.5077323914,13.2533168793,39.9733161926,2012-04-07 07:47:12,"iPhone3,1",5.1,1.0
52.5077323914,13.2533168793,39.9733161926,2012-04-07 07:47:12,"iPhone3,1",5.1.1,1.0
52.5077323914,13.2533168793,39.9733161926,2012-04-07 07:47:12,"iPhone3,1",5.1.1,1.1
52.5345993042,13.1972970963,37.6116600037,2012-04-07 07:53:36,"iPhone3,1",5.1,1.0
52.5345993042,13.1972970963,37.6116600037,2012-04-07 07:53:36,"iPhone3,1",5.1.1,1.0
52.5345993042,13.1972970963,37.6116600037,2012-04-07 07:53:36,"iPhone3,1",5.1.1,1.1
52.5585098267,13.0397043228,37.6116600037,2012-04-07 08:00:00,"iPhone3,1",5.1,1.0
52.5585098267,13.0397043228,37.6116600037,2012-04-07 08:00:00,"iPhone3,1",5.1.1,1.0
52.5585098267,13.0397043228,37.6116600037,2012-04-07 08:00:00,"iPhone3,1",5.1.1,1.1
52.5270729065,12.8234901428,37.6116600037,2012-04-07 08:06:24,"iPhone3,1",5.1,1.0
52.5270729065,12.8234901428,37.6116600037,2012-04-07 08:06:24,"iPhone3,1",5.1.1,1.0
52.5270729065,12.8234901428,37.6116600037,2012-04-07 08:06:24,"iPhone3,1",5.1.1,1.1
52.5562171936,12.6279935837,37.6116600037,2012-04-07 08:12:48,"iPhone3,1",5.1,1.0
52.5562171936,12.6279935837,37.6116600037,2012-04-07 08:12:48,"iPhone3,1",5.1.1,1.0
52.5562171936,12.6279935837,37.6116600037,2012-04-07 08:12:48,"iPhone3,1",5.1.1,1.1
52.5639190674,11.659942627,37.6116600037,2012-04-07 08:23:28,"iPhone3,1",5.1,1.0
52.5639190674,11.659942627,37.6116600037,2012-04-07 08:23:28,"iPhone3,1",5.1.1,1.0
52.5639190674,11.659942627,37.6116600037,2012-04-07 08:23:28,"iPhone3,1",5.1.1,1.1
52.4314460754,10.8685121536,37.6116600037,2012-04-07 08:38:24,"iPhone3,1",5.1,1.0
52.4314460754,10.8685121536,37.6116600037,2012-04-07 08:38:24,"iPhone3,1",5.1.1,1.0
52.4314460754,10.8685121536,37.6116600037,2012-04-07 08:38:24,"iPhone3,1",5.1.1,1.1
52.429145813,10.7712345123,37.6116600037,2012-04-07 08:55:28,"iPhone3,1",5.1,1.0
52.429145813,10.7712345123,37.6116600037,2012-04-07 08:55:28,"iPhone3,1",5.1.1,1.0
52.429145813,10.7712345123,37.6116600037,2012-04-07 08:55:28,"iPhone3,1",5.1.1,1.1
52.2576332092,10.5405130386,68.2221450806,2012-04-07 09:10:24,"iPhone3,1",5.1,1.0
52.2576332092,10.5405130386,68.2221450806,2012-04-07 09:10:24,"iPhone3,1",5.1.1,1.0
52.2576332092,10.5405130386,68.2221450806,2012-04-07 09:10:24,"iPhone3,1",5.1.1,1.1
52.2637786865,10.5404310226,68.2221450806,2012-04-07 09:25:20,"iPhone3,1",5.1,1.0
52.2637786865,10.5404310226,68.2221450806,2012-04-07 09:25:20,"iPhone3,1",5.1.1,1.0
52.2637786865,10.5404310226,68.2221450806,2012-04-07 09:25:20,"iPhone3,1",5.1.1,1.1
52.2572135925,10.5401992798,83.1448516846,2012-04-07 10:46:24,"iPhone3,1",5.1,1.0
52.2572135925,10.5401992798,83.1448516846,2012-04-07 10:46:24,"iPhone3,1",5.1.1,1.0
52.2572135925,10.5401992798,83.1448516846,2012-04-07 10:46:24,"iPhone3,1",5.1.1,1.1
52.2598571777,10.5133686066,75.9800262451,2012-04-07 11:05:36,"iPhone3,1",5.1,1.0
52.2598571777,10.5133686066,75.9800262451,2012-04-07 11:05:36,"iPhone3,1",5.1.1,1.0
52.2598571777,10.5133686066,75.9800262451,2012-04-07 11:05:36,"iPhone3,1",5.1.1,1.1
52.2552642822,10.5130119324,81.5316696167,2012-04-07 11:09:52,"iPhone3,1",5.1,1.0
52.2552642822,10.5130119324,81.5316696167,2012-04-07 11:09:52,"iPhone3,1",5.1.1,1.0
52.2552642822,10.5130119324,81.5316696167,2012-04-07 11:09:52,"iPhone3,1",5.1.1,1.1
52.2576332092,10.5272665024,83.1697998047,2012-04-07 11:22:40,"iPhone3,1",5.1,1.0
52.2576332092,10.5272665024,83.1697998047,2012-04-07 11:22:40,"iPhone3,1",5.1.1,1.0
52.2576332092,10.5272665024,83.1697998047,2012-04-07 11:22:40,"iPhone3,1",5.1.1,1.1
52.2622184753,10.5262937546,86.8426208496,2012-04-07 11:52:32,"iPhone3,1",5.1,1.0
52.2622184753,10.5262937546,86.8426208496,2012-04-07 11:52:32,"iPhone3,1",5.1.1,1.0
52.2622184753,10.5262937546,86.8426208496,2012-04-07 11:52:32,"iPhone3,1",5.1.1,1.1
52.2636566162,10.540186882,79.5300979614,2012-04-07 13:00:48,"iPhone3,1",5.1,1.0
52.2636566162,10.540186882,79.5300979614,2012-04-07 13:00:48,"iPhone3,1",5.1.1,1.0
52.2636566162,10.540186882,79.5300979614,2012-04-07 13:00:48,"iPhone3,1",5.1.1,1.1
52.2635879517,10.5405044556,91.1097259521,2012-04-07 14:47:28,"iPhone3,1",5.1,1.0
52.2637710571,10.5404682159,86.2591247559,2012-04-07 14:47:28,"iPhone3,1",5.1,1.0
52.2637710571,10.5404682159,86.2591247559,2012-04-07 14:47:28,"iPhone3,1",5.1.1,1.0
52.2635879517,10.5405044556,91.1097259521,2012-04-07 14:47:28,"iPhone3,1",5.1.1,1.0
52.2637710571,10.5404682159,86.2591247559,2012-04-07 14:47:28,"iPhone3,1",5.1.1,1.1
52.2635879517,10.5405044556,91.1097259521,2012-04-07 14:47:28,"iPhone3,1",5.1.1,1.1
52.2241897583,10.5636844635,83.1499481201,2012-04-07 15:57:52,"iPhone3,1",5.1,1.0
52.2241897583,10.5636844635,83.1499481201,2012-04-07 15:57:52,"iPhone3,1",5.1.1,1.0
52.2241897583,10.5636844635,83.1499481201,2012-04-07 15:57:52,"iPhone3,1",5.1.1,1.1
52.2387313843,10.5564146042,84.0058822632,2012-04-07 18:14:24,"iPhone3,1",5.1,1.0
52.2387313843,10.5564146042,84.0058822632,2012-04-07 18:14:24,"iPhone3,1",5.1.1,1.0
52.2387313843,10.5564146042,84.0058822632,2012-04-07 18:14:24,"iPhone3,1",5.1.1,1.1
52.2638092041,10.5404367447,83.9688568115,2012-04-07 18:18:40,"iPhone3,1",5.1,1.0
52.2638092041,10.5404367447,83.9688568115,2012-04-07 18:18:40,"iPhone3,1",5.1.1,1.0
52.2638092041,10.5404367447,83.9688568115,2012-04-07 18:18:40,"iPhone3,1",5.1.1,1.1
52.4298019409,10.7916851044,81.2270126343,2012-04-07 20:18:08,"iPhone3,1",5.1,1.0
52.4298019409,10.7916851044,81.2270126343,2012-04-07 20:18:08,"iPhone3,1",5.1.1,1.0
52.4298019409,10.7916851044,81.2270126343,2012-04-07 20:18:08,"iPhone3,1",5.1.1,1.1
52.4654960632,11.1256513596,81.2270126343,2012-04-07 20:28:48,"iPhone3,1",5.1,1.0
52.4654960632,11.1256513596,81.2270126343,2012-04-07 20:28:48,"iPhone3,1",5.1.1,1.0
52.4654960632,11.1256513596,81.2270126343,2012-04-07 20:28:48,"iPhone3,1",5.1.1,1.1
52.5755577087,11.7500162125,81.2270126343,2012-04-07 20:45:52,"iPhone3,1",5.1,1.0
52.5755577087,11.7500162125,81.2270126343,2012-04-07 20:45:52,"iPhone3,1",5.1.1,1.0
52.5755577087,11.7500162125,81.2270126343,2012-04-07 20:45:52,"iPhone3,1",5.1.1,1.1
52.5548439026,12.9068965912,81.2270126343,2012-04-07 21:02:56,"iPhone3,1",5.1,1.0
52.5548439026,12.9068965912,81.2270126343,2012-04-07 21:02:56,"iPhone3,1",5.1.1,1.0
52.5548439026,12.9068965912,81.2270126343,2012-04-07 21:02:56,"iPhone3,1",5.1.1,1.1
52.5459632874,13.1543855667,81.2270126343,2012-04-07 21:07:12,"iPhone3,1",5.1,1.0
52.5459632874,13.1543855667,81.2270126343,2012-04-07 21:07:12,"iPhone3,1",5.1.1,1.0
52.5459632874,13.1543855667,81.2270126343,2012-04-07 21:07:12,"iPhone3,1",5.1.1,1.1
52.5099334717,13.2450466156,81.2270126343,2012-04-07 21:17:52,"iPhone3,1",5.1,1.0
52.5099334717,13.2450466156,81.2270126343,2012-04-07 21:17:52,"iPhone3,1",5.1.1,1.0
52.5099334717,13.2450466156,81.2270126343,2012-04-07 21:17:52,"iPhone3,1",5.1.1,1.1
52.5209465027,13.3561697006,81.2270126343,2012-04-07 21:24:16,"iPhone3,1",5.1,1.0
52.5209465027,13.3561697006,81.2270126343,2012-04-07 21:24:16,"iPhone3,1",5.1.1,1.0
52.5209465027,13.3561697006,81.2270126343,2012-04-07 21:24:16,"iPhone3,1",5.1.1,1.1
52.5204086304,13.3783397675,81.2270126343,2012-04-07 21:28:32,"iPhone3,1",5.1,1.0
52.5204086304,13.3783397675,81.2270126343,2012-04-07 21:28:32,"iPhone3,1",5.1.1,1.0
52.5204086304,13.3783397675,81.2270126343,2012-04-07 21:28:32,"iPhone3,1",5.1.1,1.1
52.5239181519,13.4112491608,81.2270126343,2012-04-07 21:34:56,"iPhone3,1",5.1,1.0
52.5239181519,13.4112491608,81.2270126343,2012-04-07 21:34:56,"iPhone3,1",5.1.1,1.0
52.5239181519,13.4112491608,81.2270126343,2012-04-07 21:34:56,"iPhone3,1",5.1.1,1.1
52.5136528015,13.411028862,81.2270126343,2012-04-07 21:49:52,"iPhone3,1",5.1,1.0
52.5136528015,13.411028862,81.2270126343,2012-04-07 21:49:52,"iPhone3,1",5.1.1,1.0
52.5136528015,13.411028862,81.2270126343,2012-04-07 21:49:52,"iPhone3,1",5.1.1,1.1
52.4911117554,13.4270153046,44.8101730347,2012-04-07 22:09:04,"iPhone3,1",5.1,1.0
52.4911117554,13.4270153046,44.8101730347,2012-04-07 22:09:04,"iPhone3,1",5.1.1,1.0
52.4911117554,13.4270153046,44.8101730347,2012-04-07 22:09:04,"iPhone3,1",5.1.1,1.1
52.4955711365,13.423084259,41.6896095276,2012-04-10 17:53:04,"iPhone3,1",5.1,1.0
52.4955711365,13.423084259,41.6896095276,2012-04-10 17:53:04,"iPhone3,1",5.1.1,1.0
52.4955711365,13.423084259,41.6896095276,2012-04-10 17:53:04,"iPhone3,1",5.1.1,1.1
52.4991378784,13.4183130264,70.2685470581,2012-04-10 17:59:28,"iPhone3,1",5.1,1.0
52.4991378784,13.4183130264,70.2685470581,2012-04-10 17:59:28,"iPhone3,1",5.1.1,1.0
52.4991378784,13.4183130264,70.2685470581,2012-04-10 17:59:28,"iPhone3,1",5.1.1,1.1
52.4992141724,13.4257240295,44.2744903564,2012-04-10 19:14:08,"iPhone3,1",5.1,1.0
52.4992141724,13.4257240295,44.2744903564,2012-04-10 19:14:08,"iPhone3,1",5.1.1,1.0
52.4992141724,13.4257240295,44.2744903564,2012-04-10 19:14:08,"iPhone3,1",5.1.1,1.1
52.494052887,13.4287652969,41.8873634338,2012-04-11 00:00:00,"iPhone3,1",5.1,1.0
52.494052887,13.4287652969,41.8873634338,2012-04-11 00:00:00,"iPhone3,1",5.1.1,1.0
52.494052887,13.4287652969,41.8873634338,2012-04-11 00:00:00,"iPhone3,1",5.1.1,1.1
52.4872055054,13.4248580933,45.2168540955,2012-04-11 15:17:20,"iPhone3,1",5.1,1.0
52.4872055054,13.4248580933,45.2168540955,2012-04-11 15:17:20,"iPhone3,1",5.1.1,1.0
52.4872055054,13.4248580933,45.2168540955,2012-04-11 15:17:20,"iPhone3,1",5.1.1,1.1
52.4906616211,13.3969516754,42.5999984741,2012-04-11 15:25:52,"iPhone3,1",5.1,1.0
52.4906616211,13.3969516754,42.5999984741,2012-04-11 15:25:52,"iPhone3,1",5.1.1,1.0
52.4906616211,13.3969516754,42.5999984741,2012-04-11 15:25:52,"iPhone3,1",5.1.1,1.1
52.4905586243,13.4102106094,38.7142868042,2012-04-11 17:57:20,"iPhone3,1",5.1,1.0
52.4905586243,13.4102106094,38.7142868042,2012-04-11 17:57:20,"iPhone3,1",5.1.1,1.0
52.4905586243,13.4102106094,38.7142868042,2012-04-11 17:57:20,"iPhone3,1",5.1.1,1.1
52.4916152954,13.4212598801,44.8333320618,2012-04-11 18:10:08,"iPhone3,1",5.1,1.0
52.4916152954,13.4212598801,44.8333320618,2012-04-11 18:10:08,"iPhone3,1",5.1.1,1.0
52.4916152954,13.4212598801,44.8333320618,2012-04-11 18:10:08,"iPhone3,1",5.1.1,1.1
52.4933357239,13.4281167984,41.7999992371,2012-04-12 16:27:44,"iPhone3,1",5.1,1.0
52.4933357239,13.4281167984,41.7999992371,2012-04-12 16:27:44,"iPhone3,1",5.1.1,1.0
52.4933357239,13.4281167984,41.7999992371,2012-04-12 16:27:44,"iPhone3,1",5.1.1,1.1
52.4906768799,13.3969669342,41.5,2012-04-16 15:28:00,"iPhone3,1",5.1,1.0
52.4906768799,13.3969669342,41.5,2012-04-16 15:28:00,"iPhone3,1",5.1.1,1.0
52.4906768799,13.3969669342,41.5,2012-04-16 15:28:00,"iPhone3,1",5.1.1,1.1
52.493144989,13.4142351151,41.6683731079,2012-04-16 17:57:20,"iPhone3,1",5.1,1.0
52.493144989,13.4142351151,41.6683731079,2012-04-16 17:57:20,"iPhone3,1",5.1.1,1.0
52.493144989,13.4142351151,41.6683731079,2012-04-16 17:57:20,"iPhone3,1",5.1.1,1.1
52.4913444519,13.4216985703,43.181968689,2012-04-16 18:03:44,"iPhone3,1",5.1,1.0
52.4913444519,13.4216985703,43.181968689,2012-04-16 18:03:44,"iPhone3,1",5.1.1,1.0
52.4913444519,13.4216985703,43.181968689,2012-04-16 18:03:44,"iPhone3,1",5.1.1,1.1
52.490032196,13.3992319107,53.9957542419,2012-04-18 15:28:00,"iPhone3,1",5.1,1.0
52.490032196,13.3992319107,53.9957542419,2012-04-18 15:28:00,"iPhone3,1",5.1.1,1.0
52.490032196,13.3992319107,53.9957542419,2012-04-18 15:28:00,"iPhone3,1",5.1.1,1.1
52.4882888794,13.4141178131,39.6231269836,2012-04-18 17:33:52,"iPhone3,1",5.1,1.0
52.4882888794,13.4141178131,39.6231269836,2012-04-18 17:33:52,"iPhone3,1",5.1.1,1.0
52.4882888794,13.4141178131,39.6231269836,2012-04-18 17:33:52,"iPhone3,1",5.1.1,1.1
52.4919319153,13.4227895737,33.9751548767,2012-04-18 17:42:24,"iPhone3,1",5.1,1.0
